Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2714.0,2578.0,111.0,25.0
Antioquia,89094.0,70908.0,1889.0,16297.0
Arauca,1092.0,802.0,21.0,269.0
Atlantico,65072.0,59841.0,2946.0,2285.0
Bogota,225947.0,166329.0,5825.0,53793.0
Bolivar,25967.0,23663.0,726.0,1578.0
Boyaca,4553.0,2932.0,89.0,1532.0
Caldas,3396.0,2157.0,74.0,1165.0
Caqueta,6789.0,5215.0,223.0,1351.0
Casanare,1274.0,839.0,28.0,407.0
Cauca,6398.0,4254.0,184.0,1960.0
Cesar,12934.0,8405.0,365.0,4164.0
Choco,3786.0,3506.0,142.0,138.0
Cordoba,20991.0,17070.0,1410.0,2511.0
Cundinamarca,26032.0,19782.0,749.0,5501.0
Guainia,171.0,54.0,6.0,111.0
Guaviare,351.0,245.0,4.0,102.0
Huila,6238.0,4163.0,186.0,1889.0
La Guajira,5884.0,4378.0,248.0,1258.0
Magdalena,13085.0,10713.0,731.0,1641.0
Meta,11004.0,7831.0,270.0,2903.0
Narino,15151.0,12306.0,567.0,2278.0
Norte de Santander,12744.0,9507.0,722.0,2515.0
Putumayo,3213.0,2482.0,142.0,589.0
Quindio,1611.0,939.0,49.0,623.0
Risaralda,7280.0,4859.0,138.0,2283.0
San Andres y Providencia,305.0,143.0,5.0,157.0
Santander,21755.0,14377.0,923.0,6455.0
Sucre,12492.0,10734.0,533.0,1225.0
Tolima,8436.0,5791.0,211.0,2434.0
Valle del Cauca,50179.0,41127.0,1891.0,7161.0
Vaupes,448.0,201.0,1.0,246.0
Vichada,135.0,98.0,3.0,34.0
