id_estado,estado,confirmado,defunciones
25,Sinaloa,5635.0,872.0
9,Ciudad de Mexico,36879.0,3738.0
2,Baja California,6895.0,1493.0
15,Mexico,23359.0,2806.0
30,Veracruz,6550.0,1038.0
27,Tabasco,6682.0,735.0
23,Quintana Roo,2505.0,467.0
31,Yucatan,2526.0,245.0
14,Jalisco,4044.0,325.0
7,Chiapas,3241.0,302.0
21,Puebla,5585.0,715.0
26,Sonora,3983.0,303.0
11,Guanajuato,3470.0,189.0
28,Tamaulipas,3076.0,187.0
13,Hidalgo,2739.0,437.0
29,Tlaxcala,1702.0,232.0
3,Baja California Sur,992.0,51.0
12,Guerrero,3344.0,556.0
5,Coahuila,1969.0,130.0
8,Chihuahua,2271.0,460.0
16,Michoacan,3485.0,278.0
19,Nuevo Leon,2546.0,167.0
1,Aguascalientes,1431.0,66.0
32,Zacatecas,528.0,59.0
17,Morelos,1875.0,337.0
18,Nayarit,1023.0,114.0
4,Campeche,997.0,119.0
10,Durango,971.0,75.0
22,Queretaro,1459.0,176.0
20,Oaxaca,3078.0,343.0
6,Colima,291.0,36.0
24,San Luis Potosi,1706.0,90.0
