id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,69298.0,7077.0
8,Chihuahua,4859.0,858.0
30,Veracruz,19535.0,2560.0
27,Tabasco,19981.0,1831.0
2,Baja California,13056.0,2574.0
15,Mexico,50113.0,7809.0
25,Sinaloa,12338.0,2044.0
12,Guerrero,10074.0,1356.0
14,Jalisco,12235.0,1418.0
19,Nuevo Leon,15513.0,925.0
28,Tamaulipas,13712.0,880.0
31,Yucatan,8753.0,810.0
6,Colima,1605.0,169.0
21,Puebla,18831.0,2222.0
11,Guanajuato,18463.0,872.0
7,Chiapas,5672.0,925.0
13,Hidalgo,6308.0,945.0
18,Nayarit,3219.0,346.0
1,Aguascalientes,3777.0,238.0
23,Quintana Roo,7219.0,931.0
16,Michoacan,9093.0,698.0
20,Oaxaca,9928.0,887.0
5,Coahuila,11487.0,578.0
26,Sonora,16617.0,1736.0
29,Tlaxcala,4283.0,644.0
10,Durango,3800.0,270.0
22,Queretaro,3370.0,418.0
17,Morelos,3875.0,816.0
3,Baja California Sur,3908.0,148.0
4,Campeche,4261.0,431.0
32,Zacatecas,2382.0,202.0
24,San Luis Potosi,7924.0,404.0
