id_estado,estado,confirmado,defunciones
30,Veracruz,18974.0,2547.0
8,Chihuahua,4858.0,856.0
2,Baja California,12934.0,2552.0
19,Nuevo Leon,15144.0,922.0
9,Ciudad de Mexico,68903.0,7042.0
27,Tabasco,19556.0,1801.0
15,Mexico,49894.0,7789.0
12,Guerrero,9952.0,1340.0
25,Sinaloa,12285.0,2026.0
28,Tamaulipas,13371.0,871.0
20,Oaxaca,9764.0,884.0
14,Jalisco,12121.0,1400.0
31,Yucatan,8626.0,798.0
16,Michoacan,8976.0,688.0
17,Morelos,3858.0,815.0
5,Coahuila,11328.0,569.0
23,Quintana Roo,7115.0,921.0
1,Aguascalientes,3777.0,238.0
26,Sonora,16521.0,1722.0
18,Nayarit,3190.0,340.0
21,Puebla,18590.0,2181.0
11,Guanajuato,18058.0,866.0
22,Queretaro,3317.0,414.0
7,Chiapas,5646.0,920.0
10,Durango,3778.0,270.0
29,Tlaxcala,4215.0,634.0
4,Campeche,4248.0,424.0
3,Baja California Sur,3768.0,148.0
13,Hidalgo,6237.0,935.0
6,Colima,1572.0,167.0
32,Zacatecas,2352.0,201.0
24,San Luis Potosi,7588.0,399.0
