Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2364.0,2039.0,89.0,236.0
Antioquia,5990.0,2189.0,47.0,3754.0
Arauca,96.0,7.0,0.0,89.0
Atlantico,27251.0,9383.0,1463.0,16405.0
Bogota,36554.0,14099.0,826.0,21629.0
Bolivar,10494.0,5185.0,406.0,4903.0
Boyaca,430.0,242.0,12.0,176.0
Caldas,271.0,189.0,7.0,75.0
Caqueta,55.0,22.0,1.0,32.0
Casanare,87.0,49.0,0.0,38.0
Cauca,530.0,178.0,20.0,332.0
Cesar,1299.0,565.0,31.0,703.0
Choco,1869.0,661.0,55.0,1153.0
Cordoba,1052.0,261.0,77.0,714.0
Cundinamarca,3238.0,1595.0,68.0,1575.0
Guainia,14.0,2.0,1.0,11.0
Guaviare,39.0,7.0,0.0,32.0
Huila,380.0,260.0,11.0,109.0
La Guajira,620.0,127.0,27.0,466.0
Magdalena,2120.0,835.0,148.0,1137.0
Meta,1349.0,1002.0,16.0,331.0
Narino,3929.0,2248.0,117.0,1564.0
Norte de Santander,386.0,179.0,21.0,186.0
Putumayo,35.0,9.0,8.0,18.0
Quindio,177.0,122.0,5.0,50.0
Risaralda,614.0,315.0,15.0,284.0
San Andres y Providencia,28.0,21.0,0.0,7.0
Santander,994.0,241.0,20.0,733.0
Sucre,1825.0,192.0,96.0,1537.0
Tolima,1131.0,376.0,24.0,731.0
Valle del Cauca,11860.0,5262.0,452.0,6146.0
Vaupes,28.0,18.0,1.0,9.0
Vichada,1.0,1.0,0.0,0.0
