Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2537.0,2360.0,104.0,73.0
Antioquia,44730.0,16901.0,736.0,27093.0
Arauca,305.0,160.0,6.0,139.0
Atlantico,56118.0,42802.0,2635.0,10681.0
Bogota,123875.0,57838.0,3375.0,62662.0
Bolivar,19657.0,15048.0,612.0,3997.0
Boyaca,1376.0,589.0,33.0,754.0
Caldas,1158.0,401.0,16.0,741.0
Caqueta,1868.0,466.0,47.0,1355.0
Casanare,414.0,161.0,6.0,247.0
Cauca,2392.0,1120.0,83.0,1189.0
Cesar,3979.0,1881.0,82.0,2016.0
Choco,3125.0,2427.0,111.0,587.0
Cordoba,8046.0,3048.0,789.0,4209.0
Cundinamarca,10978.0,5713.0,293.0,4972.0
Guainia,14.0,13.0,1.0,0.0
Guaviare,125.0,59.0,0.0,66.0
Huila,1271.0,544.0,27.0,700.0
La Guajira,2504.0,1496.0,140.0,868.0
Magdalena,7731.0,4368.0,411.0,2952.0
Meta,3393.0,2053.0,45.0,1295.0
Narino,9006.0,5420.0,299.0,3287.0
Norte de Santander,3393.0,1125.0,187.0,2081.0
Putumayo,1294.0,370.0,57.0,867.0
Quindio,476.0,218.0,9.0,249.0
Risaralda,2291.0,932.0,44.0,1315.0
San Andres y Providencia,45.0,32.0,0.0,13.0
Santander,5510.0,1831.0,185.0,3494.0
Sucre,6984.0,4054.0,391.0,2539.0
Tolima,3287.0,1780.0,73.0,1434.0
Valle del Cauca,29754.0,17085.0,1141.0,11528.0
Vaupes,61.0,59.0,1.0,1.0
Vichada,13.0,1.0,0.0,12.0
