Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2742.0,2612.0,117.0,13.0
Antioquia,110870.0,97932.0,2314.0,10624.0
Arauca,1665.0,1356.0,42.0,267.0
Atlantico,67216.0,62816.0,3057.0,1343.0
Bogota,262956.0,229459.0,6683.0,26814.0
Bolivar,28523.0,26841.0,765.0,917.0
Boyaca,6879.0,5358.0,137.0,1384.0
Caldas,5514.0,4139.0,123.0,1252.0
Caqueta,8370.0,7019.0,289.0,1062.0
Casanare,2168.0,1515.0,44.0,609.0
Cauca,9098.0,7400.0,252.0,1446.0
Cesar,18885.0,15130.0,555.0,3200.0
Choco,3989.0,3709.0,155.0,125.0
Cordoba,23631.0,20513.0,1520.0,1598.0
Cundinamarca,32641.0,28226.0,963.0,3452.0
Guainia,750.0,551.0,12.0,187.0
Guaviare,767.0,588.0,12.0,167.0
Huila,11000.0,8395.0,332.0,2273.0
La Guajira,7912.0,6779.0,292.0,841.0
Magdalena,15079.0,13126.0,816.0,1137.0
Meta,15535.0,13320.0,400.0,1815.0
Narino,18069.0,15807.0,674.0,1588.0
Norte de Santander,15322.0,13058.0,874.0,1390.0
Putumayo,3729.0,3236.0,169.0,324.0
Quindio,3308.0,2299.0,96.0,913.0
Risaralda,10809.0,8662.0,234.0,1913.0
San Andres y Providencia,1127.0,641.0,14.0,472.0
Santander,29952.0,24084.0,1249.0,4619.0
Sucre,13972.0,12748.0,572.0,652.0
Tolima,11968.0,9941.0,314.0,1713.0
Valle del Cauca,60369.0,51770.0,2207.0,6392.0
Vaupes,750.0,644.0,9.0,97.0
Vichada,473.0,438.0,4.0,31.0
