Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2661.0,2419.0,107.0,135.0
Antioquia,62232.0,35264.0,1161.0,25807.0
Arauca,610.0,245.0,10.0,355.0
Atlantico,60832.0,50182.0,2765.0,7885.0
Bogota,163295.0,92318.0,4358.0,66619.0
Bolivar,21775.0,17947.0,644.0,3184.0
Boyaca,2174.0,946.0,54.0,1174.0
Caldas,1658.0,802.0,24.0,832.0
Caqueta,3750.0,1520.0,103.0,2127.0
Casanare,655.0,287.0,13.0,355.0
Cauca,3300.0,1819.0,114.0,1367.0
Cesar,5732.0,2884.0,124.0,2724.0
Choco,3468.0,2829.0,123.0,516.0
Cordoba,13916.0,6558.0,949.0,6409.0
Cundinamarca,15180.0,8843.0,430.0,5907.0
Guainia,15.0,13.0,1.0,1.0
Guaviare,196.0,103.0,0.0,93.0
Huila,2513.0,957.0,67.0,1489.0
La Guajira,3508.0,2135.0,170.0,1203.0
Magdalena,10179.0,6329.0,505.0,3345.0
Meta,5227.0,2977.0,92.0,2158.0
Narino,11462.0,7354.0,409.0,3699.0
Norte de Santander,6780.0,3080.0,386.0,3314.0
Putumayo,1955.0,864.0,89.0,1002.0
Quindio,670.0,325.0,18.0,327.0
Risaralda,3592.0,1498.0,62.0,2032.0
San Andres y Providencia,92.0,40.0,0.0,52.0
Santander,10018.0,3747.0,397.0,5874.0
Sucre,8714.0,5784.0,419.0,2511.0
Tolima,4512.0,2376.0,101.0,2035.0
Valle del Cauca,37515.0,24926.0,1401.0,11188.0
Vaupes,140.0,60.0,1.0,79.0
Vichada,6.0,5.0,0.0,1.0
