id_estado,estado,confirmado,defunciones
27,Tabasco,27196.0,2434.0
2,Baja California,16086.0,3071.0
9,Ciudad de Mexico,92343.0,8173.0
15,Mexico,64802.0,9661.0
25,Sinaloa,15386.0,2668.0
21,Puebla,25705.0,3295.0
12,Guerrero,14198.0,1634.0
14,Jalisco,18547.0,2242.0
28,Tamaulipas,22906.0,1668.0
13,Hidalgo,9589.0,1450.0
8,Chihuahua,7268.0,1080.0
30,Veracruz,27301.0,3585.0
31,Yucatan,13706.0,1221.0
5,Coahuila,20074.0,1246.0
19,Nuevo Leon,26698.0,1994.0
7,Chiapas,6188.0,1055.0
23,Quintana Roo,9816.0,1331.0
26,Sonora,20734.0,2495.0
29,Tlaxcala,5992.0,920.0
10,Durango,5912.0,397.0
17,Morelos,4977.0,951.0
1,Aguascalientes,5250.0,351.0
11,Guanajuato,28900.0,1603.0
16,Michoacan,13895.0,1088.0
18,Nayarit,4705.0,540.0
20,Oaxaca,13083.0,1224.0
22,Queretaro,5650.0,623.0
4,Campeche,5389.0,719.0
3,Baja California Sur,7023.0,314.0
6,Colima,3320.0,347.0
24,San Luis Potosi,16326.0,993.0
32,Zacatecas,4740.0,427.0
