id_estado,estado,confirmado,defunciones
27,Tabasco,2824.0,365.0
5,Coahuila,772.0,62.0
14,Jalisco,1028.0,97.0
15,Mexico,9661.0,937.0
9,Ciudad de Mexico,16758.0,1461.0
25,Sinaloa,2243.0,351.0
21,Puebla,1803.0,242.0
8,Chihuahua,1093.0,224.0
31,Yucatan,1323.0,98.0
28,Tamaulipas,1105.0,70.0
7,Chiapas,895.0,65.0
23,Quintana Roo,1450.0,281.0
2,Baja California,3780.0,634.0
19,Nuevo Leon,1036.0,58.0
26,Sonora,1124.0,64.0
30,Veracruz,2430.0,299.0
22,Queretaro,592.0,55.0
13,Hidalgo,1097.0,180.0
11,Guanajuato,897.0,83.0
3,Baja California Sur,502.0,29.0
12,Guerrero,984.0,152.0
18,Nayarit,362.0,35.0
1,Aguascalientes,586.0,20.0
17,Morelos,1164.0,212.0
29,Tlaxcala,677.0,113.0
10,Durango,194.0,23.0
16,Michoacan,1163.0,101.0
4,Campeche,354.0,44.0
6,Colima,91.0,12.0
32,Zacatecas,213.0,27.0
20,Oaxaca,808.0,90.0
24,San Luis Potosi,558.0,26.0
