Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2708.0,2572.0,111.0,25.0
Antioquia,86426.0,67885.0,1831.0,16710.0
Arauca,1056.0,766.0,19.0,271.0
Atlantico,64847.0,59079.0,2930.0,2838.0
Bogota,221738.0,161768.0,5712.0,54258.0
Bolivar,25723.0,23071.0,723.0,1929.0
Boyaca,4269.0,2750.0,87.0,1432.0
Caldas,3242.0,2016.0,70.0,1156.0
Caqueta,6521.0,4930.0,215.0,1376.0
Casanare,1177.0,813.0,26.0,338.0
Cauca,5900.0,3898.0,176.0,1826.0
Cesar,12228.0,7580.0,345.0,4303.0
Choco,3774.0,3381.0,141.0,252.0
Cordoba,20568.0,16014.0,1375.0,3179.0
Cundinamarca,25144.0,18926.0,729.0,5489.0
Guainia,165.0,49.0,6.0,110.0
Guaviare,328.0,241.0,4.0,83.0
Huila,5918.0,3915.0,172.0,1831.0
La Guajira,5673.0,4091.0,247.0,1335.0
Magdalena,12952.0,10301.0,710.0,1941.0
Meta,10208.0,7481.0,250.0,2477.0
Narino,14817.0,11755.0,554.0,2508.0
Norte de Santander,12380.0,8918.0,692.0,2770.0
Putumayo,3085.0,2316.0,141.0,628.0
Quindio,1510.0,874.0,45.0,591.0
Risaralda,6955.0,4545.0,128.0,2282.0
San Andres y Providencia,281.0,135.0,4.0,142.0
Santander,20822.0,13375.0,865.0,6582.0
Sucre,12181.0,9964.0,521.0,1696.0
Tolima,7969.0,5399.0,204.0,2366.0
Valle del Cauca,48990.0,39142.0,1851.0,7997.0
Vaupes,386.0,192.0,1.0,193.0
Vichada,121.0,79.0,3.0,39.0
