Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2649.0,2401.0,106.0,142.0
Antioquia,59122.0,29781.0,1066.0,28275.0
Arauca,556.0,214.0,10.0,332.0
Atlantico,60134.0,48673.0,2750.0,8711.0
Bogota,154452.0,84153.0,4172.0,66127.0
Bolivar,21325.0,17262.0,642.0,3421.0
Boyaca,1959.0,825.0,50.0,1084.0
Caldas,1547.0,627.0,23.0,897.0
Caqueta,3328.0,1155.0,91.0,2082.0
Casanare,593.0,241.0,11.0,341.0
Cauca,3153.0,1648.0,111.0,1394.0
Cesar,5297.0,2622.0,113.0,2562.0
Choco,3430.0,2712.0,122.0,596.0
Cordoba,12587.0,5809.0,928.0,5850.0
Cundinamarca,13863.0,7864.0,393.0,5606.0
Guainia,14.0,13.0,1.0,0.0
Guaviare,193.0,88.0,0.0,105.0
Huila,2184.0,780.0,59.0,1345.0
La Guajira,3225.0,1984.0,163.0,1078.0
Magdalena,9725.0,5686.0,479.0,3560.0
Meta,4809.0,2692.0,81.0,2036.0
Narino,10963.0,6837.0,392.0,3734.0
Norte de Santander,6157.0,2560.0,353.0,3244.0
Putumayo,1840.0,725.0,83.0,1032.0
Quindio,631.0,290.0,16.0,325.0
Risaralda,3321.0,1316.0,61.0,1944.0
San Andres y Providencia,75.0,34.0,0.0,41.0
Santander,9239.0,3107.0,352.0,5780.0
Sucre,8232.0,5280.0,412.0,2540.0
Tolima,4194.0,2188.0,96.0,1910.0
Valle del Cauca,36171.0,21664.0,1355.0,13152.0
Vaupes,137.0,60.0,1.0,76.0
Vichada,6.0,5.0,0.0,1.0
