Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2738.0,2610.0,116.0,12.0
Antioquia,106111.0,89202.0,2241.0,14668.0
Arauca,1482.0,1188.0,38.0,256.0
Atlantico,66780.0,62009.0,3032.0,1739.0
Bogota,256116.0,215043.0,6522.0,34551.0
Bolivar,28274.0,26130.0,759.0,1385.0
Boyaca,6289.0,4527.0,125.0,1637.0
Caldas,4894.0,3425.0,111.0,1358.0
Caqueta,7793.0,6727.0,278.0,788.0
Casanare,1950.0,1264.0,42.0,644.0
Cauca,8549.0,6501.0,231.0,1817.0
Cesar,17551.0,13395.0,523.0,3633.0
Choco,3965.0,3658.0,155.0,152.0
Cordoba,23250.0,19771.0,1502.0,1977.0
Cundinamarca,31295.0,26003.0,924.0,4368.0
Guainia,651.0,369.0,10.0,272.0
Guaviare,662.0,492.0,11.0,159.0
Huila,9910.0,6813.0,305.0,2792.0
La Guajira,7529.0,5978.0,285.0,1266.0
Magdalena,14692.0,12395.0,804.0,1493.0
Meta,14634.0,12081.0,378.0,2175.0
Narino,17634.0,14848.0,661.0,2125.0
Norte de Santander,14791.0,12151.0,847.0,1793.0
Putumayo,3668.0,3121.0,164.0,383.0
Quindio,2844.0,1761.0,86.0,997.0
Risaralda,9933.0,7387.0,210.0,2336.0
San Andres y Providencia,1014.0,413.0,10.0,591.0
Santander,28309.0,21503.0,1200.0,5606.0
Sucre,13767.0,12392.0,565.0,810.0
Tolima,11247.0,8582.0,288.0,2377.0
Valle del Cauca,58048.0,48177.0,2137.0,7734.0
Vaupes,712.0,563.0,6.0,143.0
Vichada,455.0,322.0,4.0,129.0
