id_estado,estado,confirmado,defunciones
17,Morelos,1610.0,298.0
15,Mexico,18993.0,2317.0
12,Guerrero,2561.0,390.0
27,Tabasco,5667.0,664.0
14,Jalisco,2988.0,249.0
2,Baja California,6138.0,1243.0
25,Sinaloa,4762.0,726.0
9,Ciudad de Mexico,31493.0,3145.0
26,Sonora,3049.0,206.0
23,Quintana Roo,2197.0,422.0
16,Michoacan,2562.0,234.0
8,Chihuahua,1917.0,387.0
21,Puebla,4369.0,598.0
19,Nuevo Leon,1967.0,132.0
30,Veracruz,5283.0,794.0
31,Yucatan,2150.0,209.0
1,Aguascalientes,1160.0,50.0
28,Tamaulipas,2305.0,147.0
11,Guanajuato,2556.0,142.0
7,Chiapas,2613.0,218.0
13,Hidalgo,2291.0,385.0
29,Tlaxcala,1413.0,193.0
18,Nayarit,814.0,88.0
4,Campeche,792.0,90.0
22,Queretaro,1218.0,141.0
5,Coahuila,1560.0,100.0
3,Baja California Sur,786.0,47.0
10,Durango,659.0,53.0
20,Oaxaca,2323.0,239.0
6,Colima,217.0,30.0
24,San Luis Potosi,1301.0,68.0
32,Zacatecas,388.0,48.0
