id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,98450.0,8436.0
27,Tabasco,28354.0,2515.0
15,Mexico,67828.0,10061.0
7,Chiapas,6267.0,1064.0
25,Sinaloa,16104.0,2755.0
2,Baja California,16875.0,3187.0
12,Guerrero,14793.0,1697.0
30,Veracruz,28264.0,3741.0
26,Sonora,21433.0,2616.0
14,Jalisco,20324.0,2425.0
5,Coahuila,21607.0,1380.0
23,Quintana Roo,10313.0,1401.0
21,Puebla,26899.0,3467.0
22,Queretaro,6320.0,676.0
17,Morelos,5211.0,974.0
19,Nuevo Leon,29083.0,2221.0
1,Aguascalientes,5631.0,388.0
13,Hidalgo,10275.0,1576.0
11,Guanajuato,31662.0,2050.0
28,Tamaulipas,24452.0,1764.0
31,Yucatan,14773.0,1300.0
29,Tlaxcala,6374.0,959.0
16,Michoacan,15116.0,1177.0
8,Chihuahua,7710.0,1130.0
18,Nayarit,5003.0,580.0
6,Colima,3711.0,398.0
20,Oaxaca,13699.0,1280.0
10,Durango,6394.0,445.0
3,Baja California Sur,7624.0,352.0
4,Campeche,5586.0,742.0
24,San Luis Potosi,18113.0,1165.0
32,Zacatecas,5312.0,492.0
