Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2696.0,2556.0,109.0,31.0
Antioquia,78939.0,58599.0,1628.0,18712.0
Arauca,915.0,621.0,17.0,277.0
Atlantico,63872.0,57303.0,2884.0,3685.0
Bogota,207403.0,145433.0,5310.0,56660.0
Bolivar,25012.0,21825.0,699.0,2488.0
Boyaca,3674.0,2023.0,71.0,1580.0
Caldas,2804.0,1574.0,50.0,1180.0
Caqueta,5724.0,3918.0,195.0,1611.0
Casanare,1008.0,644.0,24.0,340.0
Cauca,4983.0,3135.0,150.0,1698.0
Cesar,10013.0,5626.0,267.0,4120.0
Choco,3704.0,3245.0,136.0,323.0
Cordoba,19277.0,14450.0,1241.0,3586.0
Cundinamarca,22175.0,15483.0,627.0,6065.0
Guainia,93.0,17.0,2.0,74.0
Guaviare,241.0,205.0,1.0,35.0
Huila,4737.0,2666.0,122.0,1949.0
La Guajira,4897.0,3546.0,225.0,1126.0
Magdalena,12109.0,9323.0,666.0,2120.0
Meta,8453.0,5716.0,185.0,2552.0
Narino,13814.0,10795.0,493.0,2526.0
Norte de Santander,11274.0,6980.0,616.0,3678.0
Putumayo,2779.0,1947.0,131.0,701.0
Quindio,1122.0,640.0,31.0,451.0
Risaralda,5991.0,3455.0,101.0,2435.0
San Andres y Providencia,175.0,85.0,1.0,89.0
Santander,17310.0,10038.0,723.0,6549.0
Sucre,11506.0,9036.0,481.0,1989.0
Tolima,6817.0,4406.0,177.0,2234.0
Valle del Cauca,46086.0,35126.0,1698.0,9262.0
Vaupes,260.0,141.0,1.0,118.0
Vichada,51.0,17.0,2.0,32.0
