id_estado,estado,confirmado,defunciones
2,Baja California,19277.0,3557.0
15,Mexico,80562.0,11738.0
21,Puebla,31052.0,4006.0
8,Chihuahua,10988.0,1377.0
11,Guanajuato,40645.0,2894.0
20,Oaxaca,16829.0,1441.0
28,Tamaulipas,28873.0,2195.0
26,Sonora,24525.0,2864.0
14,Jalisco,26741.0,3252.0
4,Campeche,5953.0,813.0
5,Coahuila,26300.0,1868.0
7,Chiapas,6534.0,1090.0
9,Ciudad de Mexico,125115.0,9614.0
12,Guerrero,18812.0,1938.0
30,Veracruz,33322.0,4311.0
29,Tlaxcala,7522.0,1092.0
16,Michoacan,20226.0,1634.0
27,Tabasco,31802.0,2764.0
25,Sinaloa,18619.0,3167.0
19,Nuevo Leon,39523.0,3027.0
13,Hidalgo,12703.0,1936.0
17,Morelos,5901.0,1092.0
24,San Luis Potosi,22963.0,1683.0
1,Aguascalientes,7221.0,614.0
22,Queretaro,8992.0,932.0
31,Yucatan,18227.0,1561.0
3,Baja California Sur,10185.0,458.0
23,Quintana Roo,11799.0,1650.0
10,Durango,8854.0,623.0
18,Nayarit,5957.0,740.0
32,Zacatecas,7310.0,706.0
6,Colima,4831.0,526.0
