id_estado,estado,confirmado,defunciones
27,Tabasco,3360.0,427.0
30,Veracruz,3258.0,428.0
25,Sinaloa,2813.0,423.0
14,Jalisco,1295.0,123.0
22,Queretaro,742.0,75.0
15,Mexico,12366.0,1310.0
2,Baja California,4421.0,738.0
9,Ciudad de Mexico,20999.0,1824.0
23,Quintana Roo,1683.0,304.0
31,Yucatan,1567.0,126.0
12,Guerrero,1363.0,197.0
21,Puebla,2320.0,269.0
8,Chihuahua,1278.0,271.0
29,Tlaxcala,858.0,129.0
28,Tamaulipas,1300.0,83.0
19,Nuevo Leon,1222.0,72.0
7,Chiapas,1289.0,88.0
18,Nayarit,457.0,43.0
26,Sonora,1576.0,96.0
16,Michoacan,1495.0,126.0
1,Aguascalientes,676.0,29.0
5,Coahuila,917.0,67.0
17,Morelos,1220.0,248.0
6,Colima,118.0,17.0
11,Guanajuato,1184.0,96.0
13,Hidalgo,1439.0,226.0
24,San Luis Potosi,734.0,41.0
10,Durango,249.0,27.0
32,Zacatecas,251.0,29.0
3,Baja California Sur,549.0,32.0
4,Campeche,452.0,55.0
20,Oaxaca,1109.0,115.0
