id_estado,estado,confirmado,defunciones
25,Sinaloa,13583.0,2346.0
1,Aguascalientes,4382.0,272.0
9,Ciudad de Mexico,78898.0,7502.0
27,Tabasco,23783.0,2129.0
26,Sonora,18835.0,2222.0
15,Mexico,56564.0,8663.0
2,Baja California,14222.0,2774.0
14,Jalisco,14550.0,1712.0
30,Veracruz,23131.0,3045.0
8,Chihuahua,5712.0,959.0
7,Chiapas,5924.0,1003.0
3,Baja California Sur,5143.0,209.0
28,Tamaulipas,17759.0,1227.0
21,Puebla,21987.0,2699.0
12,Guerrero,11963.0,1464.0
16,Michoacan,10817.0,847.0
23,Quintana Roo,8492.0,1099.0
31,Yucatan,11210.0,977.0
5,Coahuila,14913.0,819.0
17,Morelos,4345.0,868.0
29,Tlaxcala,5015.0,769.0
22,Queretaro,4158.0,492.0
13,Hidalgo,7618.0,1137.0
19,Nuevo Leon,20984.0,1383.0
18,Nayarit,3809.0,434.0
32,Zacatecas,3226.0,304.0
11,Guanajuato,23527.0,1178.0
10,Durango,4624.0,332.0
6,Colima,2171.0,239.0
4,Campeche,4889.0,571.0
20,Oaxaca,11485.0,1035.0
24,San Luis Potosi,11688.0,601.0
