Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2391.0,0.0,0.0,2391.0
Antioquia,6773.0,0.0,0.0,6773.0
Arauca,121.0,0.0,0.0,121.0
Atlantico,28732.0,0.0,0.0,28732.0
Bogota,39248.0,0.0,0.0,39248.0
Bolivar,10945.0,0.0,0.0,10945.0
Boyaca,444.0,0.0,0.0,444.0
Caldas,278.0,0.0,0.0,278.0
Caqueta,67.0,0.0,0.0,67.0
Casanare,88.0,0.0,0.0,88.0
Cauca,599.0,0.0,0.0,599.0
Cesar,1341.0,0.0,0.0,1341.0
Choco,2002.0,0.0,0.0,2002.0
Cordoba,1187.0,0.0,0.0,1187.0
Cundinamarca,3327.0,0.0,0.0,3327.0
Guainia,14.0,0.0,0.0,14.0
Guaviare,39.0,0.0,0.0,39.0
Huila,389.0,0.0,0.0,389.0
La Guajira,726.0,0.0,0.0,726.0
Magdalena,2308.0,0.0,0.0,2308.0
Meta,1386.0,0.0,0.0,1386.0
Narino,4077.0,0.0,0.0,4077.0
Norte de Santander,415.0,0.0,0.0,415.0
Putumayo,38.0,0.0,0.0,38.0
Quindio,177.0,0.0,0.0,177.0
Risaralda,637.0,0.0,0.0,637.0
San Andres y Providencia,28.0,0.0,0.0,28.0
Santander,1064.0,0.0,0.0,1064.0
Sucre,2003.0,0.0,0.0,2003.0
Tolima,1176.0,0.0,0.0,1176.0
Valle del Cauca,12445.0,0.0,0.0,12445.0
Vaupes,28.0,0.0,0.0,28.0
Vichada,1.0,0.0,0.0,1.0
