id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,20235.0,1710.0
14,Jalisco,1238.0,115.0
15,Mexico,11523.0,1208.0
11,Guanajuato,1127.0,92.0
2,Baja California,4250.0,703.0
13,Hidalgo,1319.0,202.0
23,Quintana Roo,1641.0,294.0
25,Sinaloa,2794.0,402.0
27,Tabasco,3236.0,418.0
8,Chihuahua,1193.0,254.0
30,Veracruz,2944.0,383.0
21,Puebla,2165.0,261.0
12,Guerrero,1301.0,182.0
28,Tamaulipas,1289.0,80.0
17,Morelos,1232.0,238.0
29,Tlaxcala,827.0,129.0
26,Sonora,1451.0,84.0
31,Yucatan,1522.0,121.0
7,Chiapas,1224.0,76.0
5,Coahuila,876.0,68.0
22,Queretaro,710.0,70.0
3,Baja California Sur,541.0,32.0
19,Nuevo Leon,1168.0,68.0
1,Aguascalientes,649.0,25.0
18,Nayarit,439.0,40.0
16,Michoacan,1402.0,113.0
6,Colima,115.0,16.0
10,Durango,246.0,26.0
20,Oaxaca,1070.0,107.0
32,Zacatecas,243.0,28.0
4,Campeche,443.0,48.0
24,San Luis Potosi,692.0,40.0
