id_estado,estado,confirmado,defunciones
27,Tabasco,3148.0,395.0
15,Mexico,11057.0,1175.0
2,Baja California,4218.0,693.0
17,Morelos,1213.0,236.0
30,Veracruz,2769.0,375.0
9,Ciudad de Mexico,19682.0,1655.0
25,Sinaloa,2587.0,387.0
26,Sonora,1440.0,80.0
12,Guerrero,1205.0,175.0
14,Jalisco,1180.0,107.0
28,Tamaulipas,1212.0,77.0
7,Chiapas,1164.0,73.0
19,Nuevo Leon,1149.0,62.0
21,Puebla,2082.0,257.0
18,Nayarit,421.0,40.0
23,Quintana Roo,1609.0,292.0
8,Chihuahua,1186.0,248.0
11,Guanajuato,1054.0,89.0
31,Yucatan,1487.0,114.0
13,Hidalgo,1243.0,199.0
3,Baja California Sur,533.0,31.0
16,Michoacan,1368.0,110.0
6,Colima,112.0,13.0
22,Queretaro,688.0,67.0
20,Oaxaca,1001.0,101.0
5,Coahuila,824.0,65.0
4,Campeche,429.0,46.0
29,Tlaxcala,782.0,118.0
10,Durango,233.0,26.0
1,Aguascalientes,616.0,25.0
32,Zacatecas,236.0,27.0
24,San Luis Potosi,692.0,36.0
