id_estado,estado,confirmado,defunciones
27,Tabasco,6908.0,746.0
29,Tlaxcala,1751.0,237.0
2,Baja California,7039.0,1509.0
13,Hidalgo,2790.0,443.0
15,Mexico,23726.0,2879.0
9,Ciudad de Mexico,37503.0,3831.0
12,Guerrero,3496.0,585.0
14,Jalisco,4139.0,339.0
25,Sinaloa,5854.0,901.0
21,Puebla,5672.0,717.0
31,Yucatan,2581.0,253.0
19,Nuevo Leon,2884.0,183.0
23,Quintana Roo,2512.0,474.0
30,Veracruz,6754.0,1066.0
26,Sonora,4097.0,321.0
16,Michoacan,3602.0,289.0
17,Morelos,1893.0,338.0
28,Tamaulipas,3114.0,193.0
8,Chihuahua,2281.0,468.0
7,Chiapas,3309.0,311.0
18,Nayarit,1039.0,115.0
4,Campeche,1032.0,121.0
32,Zacatecas,550.0,60.0
20,Oaxaca,3194.0,365.0
11,Guanajuato,3540.0,196.0
22,Queretaro,1490.0,183.0
1,Aguascalientes,1467.0,67.0
5,Coahuila,2053.0,133.0
3,Baja California Sur,1002.0,52.0
6,Colima,298.0,37.0
10,Durango,985.0,77.0
24,San Luis Potosi,1709.0,91.0
