Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2739.0,2610.0,116.0,13.0
Antioquia,107331.0,91554.0,2266.0,13511.0
Arauca,1519.0,1224.0,39.0,256.0
Atlantico,66862.0,62164.0,3037.0,1661.0
Bogota,257679.0,217189.0,6568.0,33922.0
Bolivar,28304.0,26413.0,761.0,1130.0
Boyaca,6410.0,4800.0,129.0,1481.0
Caldas,5117.0,3651.0,114.0,1352.0
Caqueta,7843.0,6799.0,282.0,762.0
Casanare,1972.0,1356.0,41.0,575.0
Cauca,8652.0,6818.0,238.0,1596.0
Cesar,17878.0,13899.0,526.0,3453.0
Choco,3967.0,3665.0,155.0,147.0
Cordoba,23340.0,19903.0,1505.0,1932.0
Cundinamarca,31575.0,26621.0,929.0,4025.0
Guainia,720.0,477.0,10.0,233.0
Guaviare,677.0,517.0,11.0,149.0
Huila,10082.0,7155.0,310.0,2617.0
La Guajira,7609.0,6181.0,286.0,1142.0
Magdalena,14814.0,12524.0,806.0,1484.0
Meta,14850.0,12472.0,381.0,1997.0
Narino,17742.0,15071.0,663.0,2008.0
Norte de Santander,14932.0,12369.0,856.0,1707.0
Putumayo,3679.0,3155.0,164.0,360.0
Quindio,2941.0,1905.0,87.0,949.0
Risaralda,10239.0,7579.0,220.0,2440.0
San Andres y Providencia,1055.0,445.0,10.0,600.0
Santander,28751.0,22261.0,1209.0,5281.0
Sucre,13785.0,12468.0,570.0,747.0
Tolima,11422.0,8887.0,293.0,2242.0
Valle del Cauca,58588.0,49156.0,2154.0,7278.0
Vaupes,731.0,583.0,6.0,142.0
Vichada,463.0,406.0,4.0,53.0
