Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2728.0,2597.0,115.0,16.0
Antioquia,99632.0,83778.0,2126.0,13728.0
Arauca,1368.0,1051.0,30.0,287.0
Atlantico,66145.0,61458.0,2999.0,1688.0
Bogota,244940.0,198792.0,6303.0,39845.0
Bolivar,27669.0,25037.0,750.0,1882.0
Boyaca,5699.0,4120.0,111.0,1468.0
Caldas,4276.0,3023.0,91.0,1162.0
Caqueta,7357.0,6413.0,268.0,676.0
Casanare,1644.0,1132.0,37.0,475.0
Cauca,7704.0,5998.0,215.0,1491.0
Cesar,16416.0,12057.0,458.0,3901.0
Choco,3895.0,3603.0,152.0,140.0
Cordoba,22340.0,19152.0,1473.0,1715.0
Cundinamarca,29405.0,24372.0,862.0,4171.0
Guainia,500.0,220.0,10.0,270.0
Guaviare,542.0,338.0,9.0,195.0
Huila,8506.0,5901.0,255.0,2350.0
La Guajira,6991.0,5474.0,271.0,1246.0
Magdalena,14095.0,11922.0,777.0,1396.0
Meta,13307.0,10782.0,343.0,2182.0
Narino,16434.0,13900.0,624.0,1910.0
Norte de Santander,14010.0,11367.0,809.0,1834.0
Putumayo,3491.0,2929.0,155.0,407.0
Quindio,2290.0,1456.0,69.0,765.0
Risaralda,8873.0,6656.0,185.0,2032.0
San Andres y Providencia,668.0,304.0,9.0,355.0
Santander,25854.0,19579.0,1105.0,5170.0
Sucre,13349.0,11819.0,548.0,982.0
Tolima,10192.0,7806.0,260.0,2126.0
Valle del Cauca,55094.0,46406.0,2050.0,6638.0
Vaupes,634.0,427.0,5.0,202.0
Vichada,329.0,209.0,4.0,116.0
