Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2744.0,2615.0,117.0,12.0
Antioquia,116110.0,107506.0,2440.0,6164.0
Arauca,1775.0,1576.0,52.0,147.0
Atlantico,67666.0,63796.0,3071.0,799.0
Bogota,270515.0,238368.0,6825.0,25322.0
Bolivar,29137.0,27633.0,776.0,728.0
Boyaca,7479.0,6405.0,154.0,920.0
Caldas,6042.0,5188.0,133.0,721.0
Caqueta,8500.0,7732.0,304.0,464.0
Casanare,2457.0,1991.0,48.0,418.0
Cauca,9623.0,8348.0,269.0,1006.0
Cesar,20311.0,17729.0,608.0,1974.0
Choco,4003.0,3773.0,157.0,73.0
Cordoba,24037.0,21504.0,1547.0,986.0
Cundinamarca,33668.0,30881.0,1006.0,1781.0
Guainia,929.0,803.0,14.0,112.0
Guaviare,816.0,719.0,17.0,80.0
Huila,11918.0,10452.0,376.0,1090.0
La Guajira,8161.0,7425.0,309.0,427.0
Magdalena,15381.0,13885.0,838.0,658.0
Meta,16320.0,15037.0,424.0,859.0
Narino,18531.0,16730.0,687.0,1114.0
Norte de Santander,16020.0,14136.0,907.0,977.0
Putumayo,3803.0,3344.0,176.0,283.0
Quindio,3814.0,3136.0,105.0,573.0
Risaralda,11370.0,10090.0,252.0,1028.0
San Andres y Providencia,1478.0,1131.0,15.0,332.0
Santander,31559.0,27496.0,1324.0,2739.0
Sucre,14115.0,13151.0,582.0,382.0
Tolima,12487.0,11238.0,341.0,908.0
Valle del Cauca,63267.0,56639.0,2306.0,4322.0
Vaupes,770.0,733.0,11.0,26.0
Vichada,533.0,501.0,5.0,27.0
