Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2721.0,2587.0,111.0,23.0
Antioquia,92597.0,79403.0,2011.0,11183.0
Arauca,1184.0,951.0,26.0,207.0
Atlantico,65525.0,60858.0,2968.0,1699.0
Bogota,234514.0,179941.0,6033.0,48540.0
Bolivar,26658.0,24547.0,735.0,1376.0
Boyaca,4929.0,3632.0,98.0,1199.0
Caldas,3671.0,2659.0,79.0,933.0
Caqueta,7179.0,6048.0,245.0,886.0
Casanare,1404.0,1031.0,31.0,342.0
Cauca,6922.0,5425.0,197.0,1300.0
Cesar,14405.0,10650.0,390.0,3365.0
Choco,3841.0,3556.0,145.0,140.0
Cordoba,21641.0,18440.0,1435.0,1766.0
Cundinamarca,27386.0,22601.0,795.0,3990.0
Guainia,337.0,98.0,8.0,231.0
Guaviare,426.0,299.0,4.0,123.0
Huila,7195.0,5205.0,213.0,1777.0
La Guajira,6328.0,4992.0,256.0,1080.0
Magdalena,13500.0,11448.0,751.0,1301.0
Meta,11778.0,9727.0,299.0,1752.0
Narino,15751.0,13376.0,591.0,1784.0
Norte de Santander,13247.0,10855.0,761.0,1631.0
Putumayo,3314.0,2820.0,145.0,349.0
Quindio,1819.0,1238.0,55.0,526.0
Risaralda,7867.0,5975.0,159.0,1733.0
San Andres y Providencia,430.0,214.0,5.0,211.0
Santander,23335.0,17731.0,1005.0,4599.0
Sucre,12824.0,11324.0,538.0,962.0
Tolima,9117.0,6939.0,228.0,1950.0
Valle del Cauca,52085.0,44438.0,1953.0,5694.0
Vaupes,512.0,340.0,1.0,171.0
Vichada,222.0,131.0,4.0,87.0
