id_estado,estado,confirmado,defunciones
30,Veracruz,26467.0,3487.0
15,Mexico,63709.0,9550.0
29,Tlaxcala,5862.0,912.0
25,Sinaloa,15159.0,2625.0
2,Baja California,15754.0,3034.0
9,Ciudad de Mexico,90351.0,8062.0
16,Michoacan,13263.0,1054.0
23,Quintana Roo,9654.0,1301.0
27,Tabasco,26702.0,2396.0
31,Yucatan,13349.0,1187.0
14,Jalisco,17710.0,2135.0
8,Chihuahua,7198.0,1076.0
21,Puebla,25252.0,3223.0
12,Guerrero,13880.0,1615.0
13,Hidalgo,9292.0,1402.0
7,Chiapas,6125.0,1045.0
5,Coahuila,19240.0,1213.0
17,Morelos,4900.0,947.0
19,Nuevo Leon,25743.0,1960.0
28,Tamaulipas,22499.0,1644.0
26,Sonora,20537.0,2451.0
22,Queretaro,5407.0,602.0
1,Aguascalientes,5012.0,344.0
11,Guanajuato,28337.0,1521.0
20,Oaxaca,12878.0,1212.0
10,Durango,5676.0,397.0
6,Colima,3110.0,322.0
18,Nayarit,4559.0,527.0
3,Baja California Sur,6819.0,302.0
4,Campeche,5289.0,710.0
24,San Luis Potosi,15487.0,943.0
32,Zacatecas,4514.0,411.0
