Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2725.0,2597.0,115.0,13.0
Antioquia,98062.0,83422.0,2102.0,12538.0
Arauca,1333.0,1045.0,28.0,260.0
Atlantico,66038.0,61398.0,2993.0,1647.0
Bogota,243456.0,198249.0,6266.0,38941.0
Bolivar,27551.0,25010.0,750.0,1791.0
Boyaca,5530.0,4091.0,110.0,1329.0
Caldas,4191.0,2971.0,88.0,1132.0
Caqueta,7346.0,6389.0,265.0,692.0
Casanare,1597.0,1123.0,36.0,438.0
Cauca,7439.0,5976.0,215.0,1248.0
Cesar,16113.0,11981.0,448.0,3684.0
Choco,3869.0,3602.0,152.0,115.0
Cordoba,22236.0,19124.0,1467.0,1645.0
Cundinamarca,29121.0,24238.0,845.0,4038.0
Guainia,459.0,218.0,9.0,232.0
Guaviare,518.0,338.0,6.0,174.0
Huila,8192.0,5872.0,246.0,2074.0
La Guajira,6864.0,5448.0,268.0,1148.0
Magdalena,13970.0,11880.0,775.0,1315.0
Meta,13027.0,10735.0,338.0,1954.0
Narino,16316.0,13842.0,620.0,1854.0
Norte de Santander,13837.0,11296.0,800.0,1741.0
Putumayo,3401.0,2920.0,154.0,327.0
Quindio,2155.0,1434.0,66.0,655.0
Risaralda,8661.0,6617.0,181.0,1863.0
San Andres y Providencia,596.0,291.0,9.0,296.0
Santander,25441.0,19454.0,1089.0,4898.0
Sucre,13293.0,11801.0,546.0,946.0
Tolima,9952.0,7754.0,252.0,1946.0
Valle del Cauca,54395.0,46227.0,2041.0,6127.0
Vaupes,592.0,426.0,4.0,162.0
Vichada,314.0,209.0,4.0,101.0
