id_estado,estado,confirmado,defunciones
27,Tabasco,9752.0,981.0
15,Mexico,32667.0,5117.0
9,Ciudad de Mexico,45977.0,5175.0
25,Sinaloa,7763.0,1161.0
30,Veracruz,9520.0,1460.0
14,Jalisco,6054.0,595.0
8,Chihuahua,2911.0,617.0
2,Baja California,8487.0,1805.0
21,Puebla,9301.0,1132.0
19,Nuevo Leon,4690.0,297.0
12,Guerrero,4933.0,847.0
17,Morelos,2734.0,644.0
23,Quintana Roo,3303.0,552.0
1,Aguascalientes,2131.0,122.0
31,Yucatan,3803.0,373.0
7,Chiapas,4224.0,484.0
29,Tlaxcala,2303.0,303.0
13,Hidalgo,3647.0,583.0
5,Coahuila,3688.0,198.0
18,Nayarit,1538.0,179.0
4,Campeche,1654.0,166.0
22,Queretaro,1867.0,235.0
26,Sonora,6677.0,659.0
10,Durango,1653.0,136.0
28,Tamaulipas,5214.0,309.0
6,Colima,484.0,56.0
3,Baja California Sur,1384.0,70.0
11,Guanajuato,6402.0,328.0
16,Michoacan,5393.0,431.0
20,Oaxaca,4825.0,545.0
32,Zacatecas,795.0,88.0
24,San Luis Potosi,2618.0,131.0
