id_estado,estado,confirmado,defunciones
25,Sinaloa,3580.0,517.0
27,Tabasco,4323.0,534.0
15,Mexico,15210.0,1636.0
2,Baja California,5127.0,868.0
17,Morelos,1397.0,270.0
30,Veracruz,4008.0,555.0
9,Ciudad de Mexico,25787.0,2275.0
23,Quintana Roo,1926.0,355.0
8,Chihuahua,1627.0,329.0
14,Jalisco,1802.0,148.0
31,Yucatan,1863.0,162.0
21,Puebla,3117.0,355.0
5,Coahuila,1088.0,80.0
13,Hidalgo,1769.0,301.0
26,Sonora,2142.0,129.0
11,Guanajuato,1680.0,114.0
12,Guerrero,1951.0,281.0
28,Tamaulipas,1646.0,101.0
7,Chiapas,1928.0,143.0
29,Tlaxcala,1064.0,142.0
22,Queretaro,933.0,97.0
20,Oaxaca,1512.0,164.0
6,Colima,154.0,19.0
19,Nuevo Leon,1481.0,98.0
1,Aguascalientes,841.0,34.0
18,Nayarit,620.0,57.0
4,Campeche,608.0,75.0
3,Baja California Sur,643.0,36.0
16,Michoacan,1950.0,166.0
32,Zacatecas,301.0,35.0
10,Durango,400.0,37.0
24,San Luis Potosi,957.0,54.0
