id_estado,estado,confirmado,defunciones
31,Yucatan,16894.0,1469.0
30,Veracruz,31370.0,4087.0
27,Tabasco,30397.0,2673.0
15,Mexico,75412.0,10999.0
9,Ciudad de Mexico,114268.0,9087.0
25,Sinaloa,17498.0,3005.0
23,Quintana Roo,11189.0,1556.0
2,Baja California,18386.0,3374.0
21,Puebla,29524.0,3808.0
12,Guerrero,16854.0,1842.0
8,Chihuahua,9223.0,1263.0
13,Hidalgo,11662.0,1794.0
14,Jalisco,23743.0,2868.0
19,Nuevo Leon,34760.0,2699.0
26,Sonora,23445.0,2779.0
16,Michoacan,18194.0,1473.0
5,Coahuila,24435.0,1669.0
7,Chiapas,6411.0,1081.0
17,Morelos,5602.0,1042.0
28,Tamaulipas,27299.0,1970.0
22,Queretaro,7929.0,852.0
20,Oaxaca,15030.0,1374.0
11,Guanajuato,37541.0,2664.0
6,Colima,4279.0,469.0
29,Tlaxcala,7035.0,1058.0
18,Nayarit,5547.0,686.0
10,Durango,7887.0,536.0
4,Campeche,5834.0,784.0
1,Aguascalientes,6495.0,514.0
24,San Luis Potosi,21114.0,1456.0
32,Zacatecas,6527.0,622.0
3,Baja California Sur,9147.0,425.0
