Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2698.0,2557.0,109.0,32.0
Antioquia,79784.0,60156.0,1652.0,17976.0
Arauca,925.0,651.0,17.0,257.0
Atlantico,64007.0,57747.0,2892.0,3368.0
Bogota,209250.0,148540.0,5375.0,55335.0
Bolivar,25147.0,22017.0,701.0,2429.0
Boyaca,3761.0,2205.0,73.0,1483.0
Caldas,2888.0,1634.0,54.0,1200.0
Caqueta,5860.0,3992.0,196.0,1672.0
Casanare,1029.0,671.0,24.0,334.0
Cauca,5247.0,3260.0,153.0,1834.0
Cesar,10514.0,5955.0,285.0,4274.0
Choco,3719.0,3284.0,136.0,299.0
Cordoba,19568.0,14817.0,1261.0,3490.0
Cundinamarca,22772.0,16056.0,640.0,6076.0
Guainia,101.0,17.0,2.0,82.0
Guaviare,265.0,216.0,1.0,48.0
Huila,5007.0,2817.0,131.0,2059.0
La Guajira,5024.0,3664.0,226.0,1134.0
Magdalena,12289.0,9528.0,677.0,2084.0
Meta,8775.0,5871.0,191.0,2713.0
Narino,13990.0,10972.0,503.0,2515.0
Norte de Santander,11608.0,7266.0,637.0,3705.0
Putumayo,2841.0,1972.0,132.0,737.0
Quindio,1253.0,674.0,35.0,544.0
Risaralda,6105.0,3598.0,105.0,2402.0
San Andres y Providencia,198.0,90.0,1.0,107.0
Santander,17773.0,10483.0,752.0,6538.0
Sucre,11624.0,9310.0,488.0,1826.0
Tolima,7039.0,4564.0,181.0,2294.0
Valle del Cauca,46549.0,35875.0,1731.0,8943.0
Vaupes,273.0,145.0,1.0,127.0
Vichada,55.0,17.0,2.0,36.0
