Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2693.0,2548.0,107.0,38.0
Antioquia,76292.0,55960.0,1571.0,18761.0
Arauca,805.0,547.0,14.0,244.0
Atlantico,63610.0,56294.0,2863.0,4453.0
Bogota,201880.0,135948.0,5230.0,60702.0
Bolivar,24685.0,21578.0,692.0,2415.0
Boyaca,3452.0,1825.0,63.0,1564.0
Caldas,2614.0,1467.0,41.0,1106.0
Caqueta,5346.0,3587.0,180.0,1579.0
Casanare,955.0,593.0,21.0,341.0
Cauca,4651.0,2903.0,146.0,1602.0
Cesar,9330.0,5133.0,233.0,3964.0
Choco,3693.0,3190.0,135.0,368.0
Cordoba,18911.0,13617.0,1193.0,4101.0
Cundinamarca,21297.0,14425.0,600.0,6272.0
Guainia,92.0,16.0,2.0,74.0
Guaviare,238.0,198.0,1.0,39.0
Huila,4303.0,2424.0,109.0,1770.0
La Guajira,4747.0,3367.0,218.0,1162.0
Magdalena,11832.0,8883.0,633.0,2316.0
Meta,7860.0,5290.0,167.0,2403.0
Narino,13506.0,10412.0,475.0,2619.0
Norte de Santander,10481.0,6438.0,564.0,3479.0
Putumayo,2687.0,1847.0,127.0,713.0
Quindio,1037.0,591.0,29.0,417.0
Risaralda,5630.0,3086.0,86.0,2458.0
San Andres y Providencia,175.0,73.0,1.0,101.0
Santander,16187.0,9189.0,668.0,6330.0
Sucre,11168.0,8520.0,469.0,2179.0
Tolima,6395.0,4111.0,168.0,2116.0
Valle del Cauca,45180.0,33615.0,1659.0,9906.0
Vaupes,242.0,101.0,1.0,140.0
Vichada,48.0,17.0,2.0,29.0
