id_estado,estado,confirmado,defunciones
25,Sinaloa,5366.0,861.0
27,Tabasco,6479.0,726.0
15,Mexico,22776.0,2774.0
30,Veracruz,6245.0,999.0
7,Chiapas,3143.0,300.0
9,Ciudad de Mexico,35954.0,3698.0
2,Baja California,6852.0,1455.0
21,Puebla,5388.0,710.0
26,Sonora,3837.0,284.0
11,Guanajuato,3367.0,184.0
23,Quintana Roo,2443.0,464.0
22,Queretaro,1404.0,169.0
12,Guerrero,3259.0,546.0
19,Nuevo Leon,2456.0,167.0
13,Hidalgo,2675.0,430.0
31,Yucatan,2487.0,243.0
14,Jalisco,3880.0,317.0
16,Michoacan,3409.0,273.0
17,Morelos,1841.0,336.0
28,Tamaulipas,2968.0,186.0
8,Chihuahua,2222.0,457.0
1,Aguascalientes,1431.0,66.0
10,Durango,920.0,74.0
5,Coahuila,1909.0,129.0
29,Tlaxcala,1692.0,226.0
18,Nayarit,985.0,113.0
20,Oaxaca,2938.0,334.0
6,Colima,276.0,36.0
4,Campeche,963.0,117.0
3,Baja California Sur,961.0,50.0
24,San Luis Potosi,1650.0,89.0
32,Zacatecas,514.0,59.0
