Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2704.0,2570.0,110.0,24.0
Antioquia,84765.0,65974.0,1809.0,16982.0
Arauca,995.0,755.0,19.0,221.0
Atlantico,64696.0,58909.0,2927.0,2860.0
Bogota,219584.0,160976.0,5652.0,52956.0
Bolivar,25614.0,22822.0,721.0,2071.0
Boyaca,4164.0,2730.0,84.0,1350.0
Caldas,3152.0,1992.0,61.0,1099.0
Caqueta,6316.0,4525.0,211.0,1580.0
Casanare,1147.0,793.0,26.0,328.0
Cauca,5839.0,3737.0,171.0,1931.0
Cesar,11964.0,7066.0,336.0,4562.0
Choco,3762.0,3374.0,139.0,249.0
Cordoba,20328.0,15774.0,1357.0,3197.0
Cundinamarca,24690.0,18349.0,709.0,5632.0
Guainia,164.0,27.0,5.0,132.0
Guaviare,310.0,230.0,4.0,76.0
Huila,5636.0,3570.0,162.0,1904.0
La Guajira,5523.0,4043.0,242.0,1238.0
Magdalena,12817.0,10209.0,700.0,1908.0
Meta,9910.0,6795.0,235.0,2880.0
Narino,14667.0,11588.0,549.0,2530.0
Norte de Santander,12288.0,8369.0,691.0,3228.0
Putumayo,3048.0,2195.0,141.0,712.0
Quindio,1433.0,836.0,43.0,554.0
Risaralda,6733.0,4436.0,123.0,2174.0
San Andres y Providencia,275.0,130.0,4.0,141.0
Santander,20358.0,12254.0,844.0,7260.0
Sucre,12022.0,9840.0,509.0,1673.0
Tolima,7710.0,5306.0,201.0,2203.0
Valle del Cauca,48471.0,38776.0,1829.0,7866.0
Vaupes,368.0,176.0,1.0,191.0
Vichada,121.0,25.0,3.0,93.0
