id_estado,estado,confirmado,defunciones
22,Queretaro,8232.0,873.0
20,Oaxaca,15640.0,1395.0
9,Ciudad de Mexico,117808.0,9264.0
11,Guanajuato,38697.0,2731.0
18,Nayarit,5726.0,701.0
26,Sonora,23923.0,2804.0
25,Sinaloa,17872.0,3066.0
29,Tlaxcala,7215.0,1073.0
2,Baja California,18548.0,3430.0
7,Chiapas,6455.0,1084.0
27,Tabasco,30928.0,2698.0
19,Nuevo Leon,36649.0,2815.0
31,Yucatan,17371.0,1495.0
15,Mexico,77232.0,11209.0
4,Campeche,5869.0,794.0
30,Veracruz,31977.0,4157.0
3,Baja California Sur,9590.0,430.0
14,Jalisco,24752.0,3048.0
16,Michoacan,18984.0,1521.0
21,Puebla,30078.0,3875.0
24,San Luis Potosi,21741.0,1543.0
6,Colima,4479.0,491.0
10,Durango,8197.0,566.0
12,Guerrero,17545.0,1873.0
17,Morelos,5711.0,1053.0
23,Quintana Roo,11384.0,1597.0
32,Zacatecas,6838.0,651.0
5,Coahuila,24980.0,1748.0
28,Tamaulipas,27819.0,2051.0
8,Chihuahua,9541.0,1286.0
13,Hidalgo,12061.0,1839.0
1,Aguascalientes,6738.0,536.0
