id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,66444.0,6921.0
8,Chihuahua,4635.0,828.0
30,Veracruz,18065.0,2383.0
15,Mexico,48592.0,7602.0
20,Oaxaca,9337.0,861.0
14,Jalisco,11473.0,1327.0
31,Yucatan,7964.0,749.0
27,Tabasco,18747.0,1708.0
25,Sinaloa,11918.0,1964.0
2,Baja California,12533.0,2484.0
21,Puebla,17797.0,2092.0
23,Quintana Roo,6560.0,871.0
26,Sonora,15611.0,1597.0
19,Nuevo Leon,13720.0,818.0
1,Aguascalientes,3620.0,219.0
13,Hidalgo,5898.0,898.0
12,Guerrero,9576.0,1306.0
10,Durango,3536.0,258.0
17,Morelos,3764.0,797.0
28,Tamaulipas,12437.0,796.0
7,Chiapas,5547.0,901.0
18,Nayarit,3003.0,309.0
22,Queretaro,3155.0,403.0
5,Coahuila,10404.0,525.0
3,Baja California Sur,3482.0,125.0
16,Michoacan,8600.0,669.0
11,Guanajuato,16270.0,822.0
29,Tlaxcala,4036.0,594.0
6,Colima,1316.0,149.0
4,Campeche,3845.0,394.0
32,Zacatecas,2101.0,185.0
24,San Luis Potosi,6726.0,353.0
