id_estado,estado,confirmado,defunciones
23,Quintana Roo,10294.0,1399.0
30,Veracruz,28168.0,3723.0
9,Ciudad de Mexico,97855.0,8418.0
15,Mexico,67486.0,10040.0
27,Tabasco,28200.0,2510.0
25,Sinaloa,16016.0,2750.0
14,Jalisco,20131.0,2405.0
2,Baja California,16840.0,3172.0
28,Tamaulipas,24314.0,1760.0
31,Yucatan,14678.0,1290.0
12,Guerrero,14710.0,1694.0
19,Nuevo Leon,28673.0,2215.0
1,Aguascalientes,5568.0,388.0
21,Puebla,26791.0,3444.0
26,Sonora,21379.0,2613.0
17,Morelos,5205.0,970.0
13,Hidalgo,10222.0,1559.0
29,Tlaxcala,6327.0,957.0
8,Chihuahua,7698.0,1128.0
22,Queretaro,6264.0,674.0
7,Chiapas,6257.0,1064.0
5,Coahuila,21516.0,1368.0
16,Michoacan,14957.0,1165.0
11,Guanajuato,31253.0,2032.0
6,Colima,3688.0,397.0
10,Durango,6379.0,440.0
18,Nayarit,4994.0,580.0
20,Oaxaca,13650.0,1270.0
3,Baja California Sur,7568.0,352.0
4,Campeche,5567.0,736.0
24,San Luis Potosi,17938.0,1158.0
32,Zacatecas,5255.0,487.0
