id_estado,estado,confirmado,defunciones
27,Tabasco,3044.0,391.0
14,Jalisco,1132.0,102.0
9,Ciudad de Mexico,18912.0,1596.0
25,Sinaloa,2438.0,377.0
15,Mexico,10606.0,1165.0
30,Veracruz,2689.0,351.0
19,Nuevo Leon,1120.0,62.0
21,Puebla,2015.0,251.0
1,Aguascalientes,614.0,25.0
23,Quintana Roo,1580.0,289.0
2,Baja California,4097.0,650.0
26,Sonora,1264.0,74.0
8,Chihuahua,1170.0,245.0
5,Coahuila,816.0,64.0
17,Morelos,1171.0,238.0
6,Colima,100.0,13.0
28,Tamaulipas,1183.0,76.0
12,Guerrero,1086.0,170.0
11,Guanajuato,1028.0,86.0
31,Yucatan,1419.0,108.0
3,Baja California Sur,521.0,31.0
13,Hidalgo,1192.0,199.0
29,Tlaxcala,749.0,117.0
16,Michoacan,1330.0,109.0
22,Queretaro,669.0,62.0
7,Chiapas,1050.0,70.0
18,Nayarit,404.0,39.0
20,Oaxaca,964.0,94.0
32,Zacatecas,230.0,27.0
10,Durango,217.0,26.0
4,Campeche,406.0,46.0
24,San Luis Potosi,640.0,26.0
