Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2511.0,2343.0,102.0,66.0
Antioquia,35746.0,10976.0,537.0,24233.0
Arauca,219.0,140.0,3.0,76.0
Atlantico,53131.0,38624.0,2545.0,11962.0
Bogota,104656.0,48624.0,2828.0,53204.0
Bolivar,18587.0,13655.0,595.0,4337.0
Boyaca,1093.0,509.0,29.0,555.0
Caldas,989.0,304.0,12.0,673.0
Caqueta,1116.0,231.0,23.0,862.0
Casanare,315.0,125.0,5.0,185.0
Cauca,1971.0,853.0,64.0,1054.0
Cesar,3351.0,1596.0,63.0,1692.0
Choco,3021.0,2198.0,102.0,721.0
Cordoba,5825.0,2012.0,665.0,3148.0
Cundinamarca,8978.0,4576.0,239.0,4163.0
Guainia,14.0,13.0,1.0,0.0
Guaviare,99.0,49.0,0.0,50.0
Huila,950.0,434.0,26.0,490.0
La Guajira,2156.0,1144.0,122.0,890.0
Magdalena,6531.0,3554.0,368.0,2609.0
Meta,2849.0,1806.0,36.0,1007.0
Narino,8090.0,4611.0,261.0,3218.0
Norte de Santander,2504.0,657.0,113.0,1734.0
Putumayo,943.0,170.0,38.0,735.0
Quindio,364.0,208.0,8.0,148.0
Risaralda,1803.0,741.0,29.0,1033.0
San Andres y Providencia,38.0,29.0,0.0,9.0
Santander,3993.0,1335.0,110.0,2548.0
Sucre,6002.0,3166.0,372.0,2464.0
Tolima,2645.0,1560.0,53.0,1032.0
Valle del Cauca,25628.0,14411.0,980.0,10237.0
Vaupes,61.0,53.0,1.0,7.0
Vichada,2.0,1.0,0.0,1.0
