Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2721.0,2587.0,111.0,23.0
Antioquia,91661.0,76791.0,1980.0,12890.0
Arauca,1140.0,900.0,24.0,216.0
Atlantico,65429.0,60476.0,2962.0,1991.0
Bogota,232408.0,176313.0,5990.0,50105.0
Bolivar,26244.0,24295.0,731.0,1218.0
Boyaca,4842.0,3374.0,98.0,1370.0
Caldas,3621.0,2477.0,79.0,1065.0
Caqueta,7113.0,5915.0,240.0,958.0
Casanare,1358.0,977.0,30.0,351.0
Cauca,6825.0,4837.0,192.0,1796.0
Cesar,13777.0,9790.0,376.0,3611.0
Choco,3840.0,3537.0,145.0,158.0
Cordoba,21551.0,18003.0,1429.0,2119.0
Cundinamarca,26951.0,21507.0,785.0,4659.0
Guainia,332.0,91.0,8.0,233.0
Guaviare,393.0,292.0,4.0,97.0
Huila,6996.0,4875.0,208.0,1913.0
La Guajira,6227.0,4761.0,255.0,1211.0
Magdalena,13377.0,11151.0,745.0,1481.0
Meta,11579.0,9227.0,289.0,2063.0
Narino,15562.0,12960.0,581.0,2021.0
Norte de Santander,13100.0,10355.0,748.0,1997.0
Putumayo,3289.0,2734.0,144.0,411.0
Quindio,1760.0,1128.0,55.0,577.0
Risaralda,7654.0,5574.0,156.0,1924.0
San Andres y Providencia,417.0,176.0,5.0,236.0
Santander,22860.0,16554.0,987.0,5319.0
Sucre,12797.0,11136.0,537.0,1124.0
Tolima,8895.0,6537.0,225.0,2133.0
Valle del Cauca,51415.0,43117.0,1930.0,6368.0
Vaupes,499.0,318.0,1.0,180.0
Vichada,218.0,120.0,3.0,95.0
