id_estado,estado,confirmado,defunciones
15,Mexico,20723.0,2523.0
9,Ciudad de Mexico,33173.0,3379.0
2,Baja California,6436.0,1372.0
12,Guerrero,2887.0,489.0
25,Sinaloa,5062.0,794.0
30,Veracruz,5751.0,892.0
27,Tabasco,5949.0,692.0
21,Puebla,4742.0,651.0
13,Hidalgo,2460.0,406.0
14,Jalisco,3309.0,275.0
23,Quintana Roo,2283.0,447.0
26,Sonora,3376.0,243.0
7,Chiapas,2868.0,254.0
1,Aguascalientes,1251.0,56.0
31,Yucatan,2285.0,223.0
19,Nuevo Leon,2121.0,138.0
11,Guanajuato,2936.0,160.0
29,Tlaxcala,1492.0,207.0
17,Morelos,1715.0,320.0
5,Coahuila,1658.0,105.0
16,Michoacan,2971.0,258.0
28,Tamaulipas,2506.0,162.0
8,Chihuahua,2073.0,417.0
10,Durango,724.0,56.0
6,Colima,240.0,32.0
22,Queretaro,1307.0,152.0
3,Baja California Sur,869.0,49.0
20,Oaxaca,2452.0,269.0
18,Nayarit,870.0,97.0
4,Campeche,848.0,101.0
24,San Luis Potosi,1424.0,83.0
32,Zacatecas,423.0,55.0
