id_estado,estado,confirmado,defunciones
15,Mexico,30011.0,4536.0
23,Quintana Roo,3011.0,524.0
9,Ciudad de Mexico,43596.0,4669.0
25,Sinaloa,7315.0,1091.0
27,Tabasco,8956.0,917.0
21,Puebla,8427.0,972.0
17,Morelos,2495.0,632.0
2,Baja California,8057.0,1749.0
8,Chihuahua,2665.0,578.0
28,Tamaulipas,4524.0,272.0
32,Zacatecas,713.0,82.0
14,Jalisco,5528.0,488.0
30,Veracruz,8662.0,1362.0
19,Nuevo Leon,4092.0,258.0
12,Guerrero,4611.0,801.0
11,Guanajuato,5449.0,280.0
26,Sonora,6188.0,542.0
7,Chiapas,3924.0,420.0
31,Yucatan,3409.0,336.0
1,Aguascalientes,1960.0,106.0
13,Hidalgo,3420.0,541.0
5,Coahuila,3123.0,168.0
16,Michoacan,4785.0,395.0
18,Nayarit,1380.0,160.0
10,Durango,1393.0,117.0
3,Baja California Sur,1275.0,68.0
29,Tlaxcala,2134.0,280.0
6,Colima,428.0,47.0
22,Queretaro,1764.0,226.0
20,Oaxaca,4224.0,496.0
4,Campeche,1436.0,150.0
24,San Luis Potosi,2455.0,114.0
