id_estado,estado,confirmado,defunciones
25,Sinaloa,8296.0,1292.0
27,Tabasco,10673.0,1035.0
15,Mexico,34253.0,5486.0
2,Baja California,8923.0,1880.0
21,Puebla,10530.0,1246.0
8,Chihuahua,3062.0,641.0
12,Guerrero,5413.0,891.0
30,Veracruz,10173.0,1578.0
26,Sonora,7587.0,773.0
9,Ciudad de Mexico,48014.0,5417.0
23,Quintana Roo,3619.0,577.0
28,Tamaulipas,5918.0,346.0
19,Nuevo Leon,5931.0,334.0
18,Nayarit,1723.0,200.0
13,Hidalgo,3866.0,636.0
5,Coahuila,4573.0,231.0
14,Jalisco,6684.0,685.0
17,Morelos,2898.0,665.0
31,Yucatan,4394.0,408.0
10,Durango,1899.0,144.0
32,Zacatecas,908.0,98.0
7,Chiapas,4489.0,568.0
22,Queretaro,1963.0,259.0
4,Campeche,1916.0,191.0
29,Tlaxcala,2503.0,348.0
16,Michoacan,5665.0,460.0
1,Aguascalientes,2340.0,140.0
11,Guanajuato,7336.0,359.0
20,Oaxaca,5347.0,593.0
3,Baja California Sur,1529.0,71.0
6,Colima,551.0,64.0
24,San Luis Potosi,3113.0,153.0
