id_estado,estado,confirmado,defunciones
2,Baja California,17667.0,3280.0
9,Ciudad de Mexico,105610.0,8725.0
25,Sinaloa,16752.0,2878.0
31,Yucatan,15768.0,1375.0
15,Mexico,71045.0,10400.0
23,Quintana Roo,10792.0,1468.0
12,Guerrero,15682.0,1745.0
13,Hidalgo,10915.0,1666.0
27,Tabasco,29386.0,2606.0
8,Chihuahua,8419.0,1209.0
30,Veracruz,29735.0,3885.0
26,Sonora,22307.0,2669.0
19,Nuevo Leon,31759.0,2440.0
21,Puebla,28275.0,3631.0
16,Michoacan,16522.0,1312.0
14,Jalisco,21906.0,2639.0
17,Morelos,5388.0,1009.0
28,Tamaulipas,25700.0,1868.0
5,Coahuila,23075.0,1501.0
11,Guanajuato,34269.0,2332.0
20,Oaxaca,14275.0,1326.0
22,Queretaro,7151.0,748.0
6,Colima,3953.0,430.0
7,Chiapas,6327.0,1073.0
10,Durango,7161.0,491.0
18,Nayarit,5263.0,631.0
4,Campeche,5713.0,769.0
29,Tlaxcala,6693.0,1006.0
24,San Luis Potosi,19660.0,1297.0
1,Aguascalientes,6071.0,436.0
32,Zacatecas,5897.0,549.0
3,Baja California Sur,8373.0,387.0
