id_estado,estado,confirmado,defunciones
27,Tabasco,4609.0,563.0
14,Jalisco,2025.0,161.0
9,Ciudad de Mexico,26509.0,2392.0
25,Sinaloa,3699.0,543.0
15,Mexico,15720.0,1698.0
17,Morelos,1438.0,273.0
10,Durango,410.0,41.0
2,Baja California,5231.0,876.0
12,Guerrero,2052.0,295.0
23,Quintana Roo,1956.0,363.0
30,Veracruz,4311.0,600.0
8,Chihuahua,1696.0,341.0
19,Nuevo Leon,1523.0,101.0
26,Sonora,2334.0,145.0
21,Puebla,3239.0,385.0
29,Tlaxcala,1115.0,143.0
28,Tamaulipas,1730.0,107.0
13,Hidalgo,1898.0,311.0
6,Colima,158.0,24.0
31,Yucatan,1919.0,171.0
22,Queretaro,960.0,104.0
16,Michoacan,2022.0,173.0
7,Chiapas,2013.0,153.0
11,Guanajuato,1872.0,116.0
1,Aguascalientes,890.0,34.0
3,Baja California Sur,660.0,36.0
20,Oaxaca,1623.0,168.0
18,Nayarit,638.0,68.0
4,Campeche,612.0,75.0
5,Coahuila,1169.0,81.0
24,San Luis Potosi,984.0,57.0
32,Zacatecas,311.0,39.0
