Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2732.0,2604.0,116.0,12.0
Antioquia,105208.0,88117.0,2222.0,14869.0
Arauca,1478.0,1170.0,36.0,272.0
Atlantico,66640.0,61845.0,3030.0,1765.0
Bogota,254276.0,209455.0,6481.0,38340.0
Bolivar,28062.0,25895.0,758.0,1409.0
Boyaca,6173.0,4458.0,123.0,1592.0
Caldas,4785.0,3350.0,107.0,1328.0
Caqueta,7789.0,6718.0,277.0,794.0
Casanare,1929.0,1240.0,42.0,647.0
Cauca,8340.0,6424.0,226.0,1690.0
Cesar,17451.0,13274.0,514.0,3663.0
Choco,3958.0,3658.0,154.0,146.0
Cordoba,22873.0,19708.0,1494.0,1671.0
Cundinamarca,31042.0,25677.0,916.0,4449.0
Guainia,638.0,338.0,10.0,290.0
Guaviare,655.0,461.0,11.0,183.0
Huila,9644.0,6642.0,301.0,2701.0
La Guajira,7479.0,5905.0,282.0,1292.0
Magdalena,14572.0,12335.0,800.0,1437.0
Meta,14348.0,11897.0,376.0,2075.0
Narino,17556.0,14730.0,656.0,2170.0
Norte de Santander,14570.0,12084.0,845.0,1641.0
Putumayo,3652.0,3107.0,162.0,383.0
Quindio,2768.0,1712.0,81.0,975.0
Risaralda,9652.0,7244.0,204.0,2204.0
San Andres y Providencia,980.0,400.0,10.0,570.0
Santander,27884.0,21035.0,1186.0,5663.0
Sucre,13619.0,12254.0,565.0,800.0
Tolima,11055.0,8428.0,285.0,2342.0
Valle del Cauca,57483.0,47901.0,2117.0,7465.0
Vaupes,693.0,556.0,6.0,131.0
Vichada,451.0,278.0,4.0,169.0
