Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2732.0,2597.0,115.0,20.0
Antioquia,102501.0,85968.0,2187.0,14346.0
Arauca,1449.0,1122.0,34.0,293.0
Atlantico,66512.0,61671.0,3016.0,1825.0
Bogota,250490.0,205741.0,6408.0,38341.0
Bolivar,27972.0,25630.0,754.0,1588.0
Boyaca,5995.0,4266.0,117.0,1612.0
Caldas,4653.0,3183.0,106.0,1364.0
Caqueta,7759.0,6504.0,274.0,981.0
Casanare,1771.0,1203.0,41.0,527.0
Cauca,8192.0,6257.0,224.0,1711.0
Cesar,17236.0,12740.0,494.0,4002.0
Choco,3930.0,3636.0,154.0,140.0
Cordoba,22745.0,19406.0,1480.0,1859.0
Cundinamarca,30582.0,25087.0,898.0,4597.0
Guainia,547.0,234.0,10.0,303.0
Guaviare,628.0,417.0,11.0,200.0
Huila,9380.0,6258.0,282.0,2840.0
La Guajira,7207.0,5698.0,275.0,1234.0
Magdalena,14454.0,12119.0,789.0,1546.0
Meta,14066.0,11374.0,366.0,2326.0
Narino,17412.0,14545.0,638.0,2229.0
Norte de Santander,14427.0,11890.0,831.0,1706.0
Putumayo,3619.0,3065.0,160.0,394.0
Quindio,2531.0,1571.0,76.0,884.0
Risaralda,9468.0,6938.0,195.0,2335.0
San Andres y Providencia,841.0,337.0,9.0,495.0
Santander,27012.0,20338.0,1158.0,5516.0
Sucre,13512.0,11964.0,559.0,989.0
Tolima,10862.0,8129.0,277.0,2456.0
Valle del Cauca,56837.0,47119.0,2092.0,7626.0
Vaupes,679.0,457.0,5.0,217.0
Vichada,397.0,221.0,4.0,172.0
