id_estado,estado,confirmado,defunciones
25,Sinaloa,16925.0,2894.0
2,Baja California,17687.0,3295.0
15,Mexico,71618.0,10495.0
13,Hidalgo,11042.0,1686.0
27,Tabasco,29531.0,2622.0
12,Guerrero,15833.0,1755.0
8,Chihuahua,8550.0,1219.0
9,Ciudad de Mexico,106769.0,8789.0
31,Yucatan,15886.0,1383.0
30,Veracruz,29928.0,3917.0
23,Quintana Roo,10814.0,1482.0
26,Sonora,22540.0,2721.0
21,Puebla,28357.0,3666.0
14,Jalisco,22121.0,2676.0
17,Morelos,5414.0,1021.0
19,Nuevo Leon,32062.0,2498.0
28,Tamaulipas,25953.0,1883.0
11,Guanajuato,34441.0,2368.0
22,Queretaro,7225.0,763.0
20,Oaxaca,14375.0,1331.0
6,Colima,3999.0,434.0
16,Michoacan,16771.0,1330.0
29,Tlaxcala,6736.0,1034.0
5,Coahuila,23327.0,1522.0
18,Nayarit,5289.0,638.0
1,Aguascalientes,6112.0,445.0
10,Durango,7262.0,498.0
7,Chiapas,6333.0,1073.0
4,Campeche,5732.0,772.0
32,Zacatecas,5927.0,562.0
24,San Luis Potosi,19849.0,1318.0
3,Baja California Sur,8452.0,394.0
