Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2725.0,2592.0,115.0,18.0
Antioquia,96980.0,83307.0,2089.0,11584.0
Arauca,1324.0,1044.0,28.0,252.0
Atlantico,65843.0,61382.0,2985.0,1476.0
Bogota,242007.0,197710.0,6229.0,38068.0
Bolivar,27277.0,25003.0,748.0,1526.0
Boyaca,5437.0,4088.0,108.0,1241.0
Caldas,4078.0,2959.0,86.0,1033.0
Caqueta,7319.0,6384.0,262.0,673.0
Casanare,1565.0,1120.0,33.0,412.0
Cauca,7348.0,5962.0,213.0,1173.0
Cesar,15758.0,11924.0,447.0,3387.0
Choco,3865.0,3605.0,149.0,111.0
Cordoba,22132.0,19124.0,1463.0,1545.0
Cundinamarca,28791.0,24204.0,840.0,3747.0
Guainia,349.0,216.0,9.0,124.0
Guaviare,504.0,335.0,5.0,164.0
Huila,7953.0,5850.0,242.0,1861.0
La Guajira,6676.0,5439.0,268.0,969.0
Magdalena,13871.0,11874.0,762.0,1235.0
Meta,12823.0,10694.0,330.0,1799.0
Narino,16194.0,13836.0,614.0,1744.0
Norte de Santander,13682.0,11288.0,799.0,1595.0
Putumayo,3380.0,2916.0,154.0,310.0
Quindio,2131.0,1430.0,64.0,637.0
Risaralda,8549.0,6609.0,177.0,1763.0
San Andres y Providencia,591.0,290.0,8.0,293.0
Santander,24976.0,19403.0,1071.0,4502.0
Sucre,13242.0,11789.0,544.0,909.0
Tolima,9738.0,7740.0,246.0,1752.0
Valle del Cauca,53927.0,46177.0,2027.0,5723.0
Vaupes,589.0,422.0,4.0,163.0
Vichada,268.0,209.0,4.0,55.0
