id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,126371.0,9667.0
15,Mexico,81038.0,11793.0
1,Aguascalientes,7228.0,626.0
27,Tabasco,31958.0,2770.0
31,Yucatan,18334.0,1587.0
11,Guanajuato,40883.0,2910.0
30,Veracruz,33382.0,4328.0
7,Chiapas,6546.0,1090.0
16,Michoacan,20353.0,1663.0
26,Sonora,24684.0,2866.0
17,Morelos,5938.0,1095.0
21,Puebla,31257.0,4025.0
20,Oaxaca,16975.0,1444.0
8,Chihuahua,11123.0,1389.0
12,Guerrero,19019.0,1943.0
10,Durango,8945.0,632.0
28,Tamaulipas,28957.0,2207.0
29,Tlaxcala,7533.0,1095.0
14,Jalisco,26963.0,3292.0
19,Nuevo Leon,39959.0,3066.0
25,Sinaloa,18683.0,3194.0
3,Baja California Sur,10235.0,464.0
13,Hidalgo,12777.0,1955.0
23,Quintana Roo,11849.0,1657.0
2,Baja California,19421.0,3573.0
4,Campeche,5965.0,817.0
24,San Luis Potosi,23087.0,1693.0
22,Queretaro,9122.0,937.0
5,Coahuila,26389.0,1880.0
18,Nayarit,5969.0,741.0
6,Colima,4870.0,531.0
32,Zacatecas,7403.0,716.0
