id_estado,estado,confirmado,defunciones
25,Sinaloa,12018.0,1985.0
27,Tabasco,19036.0,1750.0
26,Sonora,16034.0,1660.0
15,Mexico,49086.0,7681.0
2,Baja California,12655.0,2510.0
21,Puebla,18019.0,2122.0
9,Ciudad de Mexico,67597.0,6968.0
3,Baja California Sur,3586.0,137.0
14,Jalisco,11753.0,1348.0
30,Veracruz,18463.0,2468.0
31,Yucatan,8145.0,766.0
8,Chihuahua,4719.0,845.0
22,Queretaro,3225.0,410.0
23,Quintana Roo,6800.0,890.0
29,Tlaxcala,4110.0,602.0
28,Tamaulipas,12833.0,821.0
4,Campeche,4039.0,406.0
18,Nayarit,3075.0,325.0
5,Coahuila,10690.0,543.0
20,Oaxaca,9514.0,871.0
1,Aguascalientes,3692.0,226.0
12,Guerrero,9719.0,1316.0
7,Chiapas,5588.0,909.0
13,Hidalgo,5978.0,907.0
17,Morelos,3780.0,799.0
19,Nuevo Leon,14358.0,875.0
10,Durango,3592.0,262.0
11,Guanajuato,16902.0,844.0
16,Michoacan,8665.0,672.0
6,Colima,1429.0,158.0
24,San Luis Potosi,6986.0,374.0
32,Zacatecas,2199.0,195.0
