id_estado,estado,confirmado,defunciones
2,Baja California,10286.0,2130.0
9,Ciudad de Mexico,54405.0,6021.0
25,Sinaloa,9526.0,1502.0
28,Tamaulipas,8013.0,508.0
30,Veracruz,12739.0,1879.0
15,Mexico,40087.0,6304.0
7,Chiapas,5050.0,720.0
8,Chihuahua,3552.0,701.0
23,Quintana Roo,4570.0,660.0
21,Puebla,12841.0,1583.0
27,Tabasco,13255.0,1250.0
19,Nuevo Leon,8428.0,467.0
26,Sonora,10421.0,1034.0
11,Guanajuato,10295.0,479.0
12,Guerrero,6734.0,1039.0
17,Morelos,3232.0,712.0
13,Hidalgo,4515.0,718.0
5,Coahuila,6484.0,318.0
16,Michoacan,6642.0,540.0
14,Jalisco,8274.0,909.0
31,Yucatan,5538.0,530.0
1,Aguascalientes,2731.0,169.0
22,Queretaro,2290.0,319.0
29,Tlaxcala,3093.0,431.0
32,Zacatecas,1212.0,128.0
20,Oaxaca,6924.0,682.0
18,Nayarit,2141.0,229.0
4,Campeche,2606.0,257.0
10,Durango,2447.0,169.0
6,Colima,757.0,83.0
3,Baja California Sur,1937.0,93.0
24,San Luis Potosi,3978.0,232.0
