id_estado,estado,confirmado,defunciones
27,Tabasco,28005.0,2509.0
9,Ciudad de Mexico,97256.0,8387.0
25,Sinaloa,15988.0,2744.0
15,Mexico,67337.0,10017.0
28,Tamaulipas,24271.0,1750.0
8,Chihuahua,7671.0,1127.0
14,Jalisco,19907.0,2392.0
29,Tlaxcala,6196.0,950.0
5,Coahuila,21273.0,1355.0
30,Veracruz,27985.0,3716.0
2,Baja California,16681.0,3163.0
23,Quintana Roo,10222.0,1396.0
17,Morelos,5147.0,968.0
21,Puebla,26660.0,3418.0
19,Nuevo Leon,28460.0,2214.0
31,Yucatan,14551.0,1286.0
32,Zacatecas,5195.0,478.0
26,Sonora,21331.0,2608.0
10,Durango,6272.0,439.0
13,Hidalgo,10151.0,1545.0
7,Chiapas,6250.0,1063.0
11,Guanajuato,30857.0,1928.0
12,Guerrero,14654.0,1691.0
1,Aguascalientes,5510.0,385.0
18,Nayarit,4966.0,580.0
16,Michoacan,14770.0,1162.0
22,Queretaro,6211.0,667.0
20,Oaxaca,13574.0,1270.0
6,Colima,3604.0,391.0
3,Baja California Sur,7508.0,352.0
4,Campeche,5538.0,735.0
24,San Luis Potosi,17711.0,1133.0
