id_estado,estado,confirmado,defunciones
15,Mexico,79223.0,11577.0
22,Queretaro,8708.0,908.0
16,Michoacan,19647.0,1605.0
14,Jalisco,25730.0,3176.0
30,Veracruz,32665.0,4249.0
29,Tlaxcala,7469.0,1087.0
21,Puebla,30665.0,3952.0
19,Nuevo Leon,37824.0,2935.0
9,Ciudad de Mexico,121931.0,9479.0
28,Tamaulipas,28418.0,2138.0
2,Baja California,18921.0,3510.0
23,Quintana Roo,11604.0,1624.0
12,Guerrero,18180.0,1904.0
4,Campeche,5911.0,808.0
7,Chiapas,6501.0,1085.0
27,Tabasco,31396.0,2739.0
31,Yucatan,17793.0,1530.0
1,Aguascalientes,6937.0,589.0
24,San Luis Potosi,22395.0,1639.0
26,Sonora,24238.0,2846.0
11,Guanajuato,39841.0,2831.0
25,Sinaloa,18341.0,3120.0
20,Oaxaca,16341.0,1426.0
13,Hidalgo,12426.0,1883.0
18,Nayarit,5844.0,726.0
6,Colima,4646.0,514.0
8,Chihuahua,10428.0,1342.0
5,Coahuila,25532.0,1809.0
3,Baja California Sur,9904.0,448.0
10,Durango,8455.0,597.0
17,Morelos,5845.0,1081.0
32,Zacatecas,7099.0,687.0
