id_estado,estado,confirmado,defunciones
2,Baja California,7898.0,1726.0
27,Tabasco,8715.0,902.0
15,Mexico,29424.0,4411.0
9,Ciudad de Mexico,42903.0,4552.0
30,Veracruz,8420.0,1294.0
14,Jalisco,5217.0,468.0
19,Nuevo Leon,3902.0,251.0
17,Morelos,2420.0,624.0
13,Hidalgo,3300.0,531.0
25,Sinaloa,6771.0,1024.0
11,Guanajuato,5014.0,258.0
23,Quintana Roo,2970.0,518.0
8,Chihuahua,2638.0,564.0
21,Puebla,7870.0,945.0
1,Aguascalientes,1906.0,104.0
31,Yucatan,3239.0,328.0
12,Guerrero,4423.0,754.0
5,Coahuila,2912.0,162.0
26,Sonora,5520.0,443.0
22,Queretaro,1743.0,217.0
28,Tamaulipas,4348.0,262.0
3,Baja California Sur,1254.0,66.0
16,Michoacan,4659.0,382.0
7,Chiapas,3850.0,407.0
29,Tlaxcala,2067.0,278.0
18,Nayarit,1344.0,153.0
6,Colima,400.0,42.0
20,Oaxaca,4140.0,475.0
10,Durango,1374.0,111.0
32,Zacatecas,706.0,79.0
24,San Luis Potosi,2392.0,107.0
4,Campeche,1383.0,146.0
