id_estado,estado,confirmado,defunciones
14,Jalisco,2289.0,186.0
9,Ciudad de Mexico,28389.0,2862.0
15,Mexico,17158.0,2106.0
11,Guanajuato,2135.0,125.0
2,Baja California,5604.0,1134.0
30,Veracruz,4586.0,701.0
27,Tabasco,4997.0,609.0
25,Sinaloa,4036.0,640.0
5,Coahuila,1307.0,89.0
19,Nuevo Leon,1725.0,107.0
17,Morelos,1491.0,289.0
28,Tamaulipas,1848.0,120.0
26,Sonora,2676.0,169.0
23,Quintana Roo,2072.0,401.0
31,Yucatan,2012.0,200.0
12,Guerrero,2158.0,341.0
3,Baja California Sur,714.0,40.0
1,Aguascalientes,1035.0,37.0
8,Chihuahua,1771.0,373.0
21,Puebla,3611.0,451.0
13,Hidalgo,2077.0,354.0
7,Chiapas,2158.0,179.0
22,Queretaro,1050.0,115.0
16,Michoacan,2213.0,205.0
18,Nayarit,695.0,78.0
32,Zacatecas,341.0,42.0
29,Tlaxcala,1206.0,165.0
10,Durango,498.0,46.0
20,Oaxaca,1883.0,208.0
4,Campeche,679.0,86.0
6,Colima,180.0,27.0
24,San Luis Potosi,1086.0,60.0
