id_estado,estado,confirmado,defunciones
15,Mexico,22434.0,2707.0
25,Sinaloa,5314.0,846.0
30,Veracruz,6133.0,962.0
14,Jalisco,3704.0,309.0
9,Ciudad de Mexico,35272.0,3617.0
27,Tabasco,6284.0,715.0
13,Hidalgo,2616.0,422.0
23,Quintana Roo,2384.0,458.0
2,Baja California,6766.0,1423.0
26,Sonora,3715.0,272.0
5,Coahuila,1884.0,123.0
31,Yucatan,2423.0,238.0
29,Tlaxcala,1624.0,225.0
12,Guerrero,3160.0,525.0
21,Puebla,5166.0,701.0
7,Chiapas,3099.0,275.0
6,Colima,264.0,33.0
19,Nuevo Leon,2333.0,158.0
22,Queretaro,1375.0,163.0
8,Chihuahua,2150.0,451.0
28,Tamaulipas,2811.0,175.0
17,Morelos,1808.0,335.0
16,Michoacan,3331.0,268.0
11,Guanajuato,3221.0,179.0
3,Baja California Sur,923.0,49.0
1,Aguascalientes,1401.0,65.0
20,Oaxaca,2798.0,323.0
18,Nayarit,951.0,111.0
4,Campeche,925.0,111.0
10,Durango,856.0,65.0
24,San Luis Potosi,1570.0,87.0
32,Zacatecas,501.0,57.0
