id_estado,estado,confirmado,defunciones
15,Mexico,26079.0,3315.0
27,Tabasco,7593.0,813.0
2,Baja California,7403.0,1602.0
9,Ciudad de Mexico,40021.0,4249.0
25,Sinaloa,6154.0,961.0
21,Puebla,6590.0,858.0
14,Jalisco,4656.0,420.0
31,Yucatan,2867.0,302.0
19,Nuevo Leon,3400.0,218.0
23,Quintana Roo,2736.0,500.0
13,Hidalgo,3040.0,479.0
16,Michoacan,4175.0,342.0
26,Sonora,4530.0,379.0
1,Aguascalientes,1684.0,92.0
8,Chihuahua,2447.0,527.0
30,Veracruz,7400.0,1188.0
28,Tamaulipas,3733.0,229.0
17,Morelos,2030.0,362.0
22,Queretaro,1614.0,201.0
29,Tlaxcala,1878.0,252.0
12,Guerrero,3902.0,684.0
5,Coahuila,2499.0,144.0
18,Nayarit,1169.0,137.0
4,Campeche,1154.0,134.0
10,Durango,1170.0,100.0
11,Guanajuato,4319.0,221.0
32,Zacatecas,612.0,71.0
3,Baja California Sur,1122.0,64.0
7,Chiapas,3550.0,343.0
20,Oaxaca,3566.0,420.0
6,Colima,339.0,39.0
24,San Luis Potosi,2023.0,101.0
