id_estado,estado,confirmado,defunciones
8,Chihuahua,9705.0,1297.0
9,Ciudad de Mexico,118614.0,9324.0
2,Baja California,18619.0,3458.0
5,Coahuila,25125.0,1765.0
24,San Luis Potosi,21985.0,1561.0
21,Puebla,30175.0,3899.0
15,Mexico,77823.0,11362.0
22,Queretaro,8337.0,883.0
30,Veracruz,32175.0,4182.0
14,Jalisco,24953.0,3081.0
7,Chiapas,6467.0,1084.0
29,Tlaxcala,7295.0,1075.0
1,Aguascalientes,6800.0,558.0
31,Yucatan,17479.0,1502.0
26,Sonora,24006.0,2817.0
27,Tabasco,31057.0,2718.0
3,Baja California Sur,9657.0,438.0
13,Hidalgo,12136.0,1847.0
25,Sinaloa,18041.0,3083.0
20,Oaxaca,15802.0,1411.0
17,Morelos,5742.0,1058.0
10,Durango,8257.0,568.0
23,Quintana Roo,11410.0,1602.0
28,Tamaulipas,27968.0,2060.0
12,Guerrero,17659.0,1878.0
11,Guanajuato,39096.0,2759.0
16,Michoacan,19090.0,1549.0
19,Nuevo Leon,36823.0,2861.0
4,Campeche,5890.0,803.0
6,Colima,4493.0,494.0
32,Zacatecas,6837.0,656.0
18,Nayarit,5747.0,715.0
