Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2584.0,2365.0,104.0,115.0
Antioquia,48342.0,19654.0,834.0,27854.0
Arauca,335.0,170.0,8.0,157.0
Atlantico,57525.0,44207.0,2669.0,10649.0
Bogota,129975.0,61188.0,3578.0,65209.0
Bolivar,20072.0,15666.0,619.0,3787.0
Boyaca,1509.0,631.0,34.0,844.0
Caldas,1215.0,421.0,17.0,777.0
Caqueta,2141.0,539.0,54.0,1548.0
Casanare,443.0,178.0,6.0,259.0
Cauca,2549.0,1201.0,86.0,1262.0
Cesar,4382.0,2002.0,90.0,2290.0
Choco,3168.0,2484.0,114.0,570.0
Cordoba,8716.0,3522.0,802.0,4392.0
Cundinamarca,11626.0,6143.0,312.0,5171.0
Guainia,14.0,13.0,1.0,0.0
Guaviare,128.0,62.0,0.0,66.0
Huila,1470.0,585.0,34.0,851.0
La Guajira,2669.0,1593.0,145.0,931.0
Magdalena,8144.0,4639.0,427.0,3078.0
Meta,3737.0,2153.0,52.0,1532.0
Narino,9365.0,5723.0,323.0,3319.0
Norte de Santander,4302.0,1349.0,224.0,2729.0
Putumayo,1379.0,435.0,59.0,885.0
Quindio,496.0,235.0,11.0,250.0
Risaralda,2513.0,995.0,48.0,1470.0
San Andres y Providencia,49.0,33.0,0.0,16.0
Santander,6346.0,2030.0,222.0,4094.0
Sucre,7230.0,4353.0,393.0,2484.0
Tolima,3522.0,1881.0,74.0,1567.0
Valle del Cauca,30858.0,18081.0,1199.0,11578.0
Vaupes,61.0,59.0,1.0,1.0
Vichada,5.0,1.0,0.0,4.0
