id_estado,estado,confirmado,defunciones
27,Tabasco,20296.0,1852.0
2,Baja California,13150.0,2601.0
15,Mexico,50911.0,7908.0
9,Ciudad de Mexico,70612.0,7109.0
20,Oaxaca,10061.0,918.0
14,Jalisco,12471.0,1454.0
31,Yucatan,8941.0,823.0
25,Sinaloa,12441.0,2074.0
21,Puebla,19017.0,2268.0
30,Veracruz,20009.0,2661.0
23,Quintana Roo,7271.0,947.0
5,Coahuila,11842.0,590.0
26,Sonora,16893.0,1796.0
19,Nuevo Leon,15653.0,964.0
29,Tlaxcala,4347.0,672.0
18,Nayarit,3294.0,355.0
16,Michoacan,9195.0,708.0
28,Tamaulipas,14030.0,914.0
8,Chihuahua,5019.0,871.0
12,Guerrero,10302.0,1380.0
3,Baja California Sur,3980.0,155.0
1,Aguascalientes,3883.0,242.0
11,Guanajuato,19110.0,924.0
13,Hidalgo,6467.0,963.0
22,Queretaro,3412.0,426.0
7,Chiapas,5692.0,941.0
10,Durango,3840.0,272.0
17,Morelos,3926.0,825.0
4,Campeche,4267.0,446.0
6,Colima,1649.0,180.0
24,San Luis Potosi,8294.0,419.0
32,Zacatecas,2422.0,218.0
