id_estado,estado,confirmado,defunciones
9,Ciudad de Mexico,47047.0,5279.0
18,Nayarit,1657.0,186.0
4,Campeche,1810.0,179.0
27,Tabasco,10221.0,1005.0
25,Sinaloa,7895.0,1228.0
2,Baja California,8722.0,1834.0
15,Mexico,33480.0,5273.0
28,Tamaulipas,5712.0,329.0
31,Yucatan,4138.0,388.0
8,Chihuahua,2958.0,628.0
30,Veracruz,9812.0,1508.0
21,Puebla,9934.0,1188.0
19,Nuevo Leon,5090.0,301.0
23,Quintana Roo,3437.0,563.0
29,Tlaxcala,2369.0,318.0
32,Zacatecas,842.0,93.0
14,Jalisco,6386.0,628.0
26,Sonora,7064.0,728.0
17,Morelos,2829.0,651.0
13,Hidalgo,3762.0,601.0
11,Guanajuato,6785.0,344.0
10,Durango,1736.0,138.0
1,Aguascalientes,2219.0,128.0
7,Chiapas,4339.0,525.0
12,Guerrero,5183.0,867.0
5,Coahuila,3999.0,211.0
22,Queretaro,1893.0,245.0
16,Michoacan,5506.0,441.0
6,Colima,529.0,59.0
3,Baja California Sur,1437.0,70.0
20,Oaxaca,5081.0,569.0
24,San Luis Potosi,2980.0,143.0
